cell_hash,B,T_max_s,k,lambda_bg,user_idx,days_to_fp_alpha,days_to_fp_censored,intersect_final,rep_acc_final,posterior_R_final
46d629fd4cd2,256,300,3,100,27,7,True,1375,1.0,0.00730998728579273
46d629fd4cd2,256,300,3,100,28,7,True,444,0.9,0.014685702218719928
46d629fd4cd2,256,300,3,100,29,7,True,286,0.8,8.973407372973443e-05
66d75c5b1d6a,50,30,3,100,0,7,True,200,0.8,0.01961602705200651
66d75c5b1d6a,50,30,3,100,1,7,True,84,0.9,0.02032726655309146
66d75c5b1d6a,50,30,3,100,2,7,True,204,0.9,0.00560313141266174
66d75c5b1d6a,50,30,3,100,3,7,True,87,0.7,0.01115561829921033
66d75c5b1d6a,50,30,3,100,4,7,True,42,0.4,0.012451942073543165
66d75c5b1d6a,50,30,3,100,5,7,True,68,0.8,0.08151744691273971
66d75c5b1d6a,50,30,3,100,6,7,True,98,0.9,0.026767537398459263
66d75c5b1d6a,50,30,3,100,7,7,True,75,0.9,0.009456252852126057
66d75c5b1d6a,50,30,3,100,8,7,True,159,0.9,0.021448247473591437
66d75c5b1d6a,50,30,3,100,9,7,True,141,0.8,0.03521523771412333
66d75c5b1d6a,50,30,3,100,10,7,True,123,0.7,1.51288996445262e-09
66d75c5b1d6a,50,30,3,100,11,7,True,133,0.8,0.004907492325411188
66d75c5b1d6a,50,30,3,100,12,7,True,112,0.7,0.06773647838950972
66d75c5b1d6a,50,30,3,100,13,7,True,64,0.8,0.0019750120784585556
66d75c5b1d6a,50,30,3,100,14,7,True,72,0.4,0.00041903903160576397
66d75c5b1d6a,50,30,3,100,15,7,True,63,0.3,0.03059075452261524
66d75c5b1d6a,50,30,3,100,16,7,True,131,0.8,0.022431490795976273
66d75c5b1d6a,50,30,3,100,17,7,True,32,0.6,0.0704165339453752
66d75c5b1d6a,50,30,3,100,18,7,True,88,0.7,0.016667683711682344
66d75c5b1d6a,50,30,3,100,19,7,True,151,0.8,0.0081199580823946
66d75c5b1d6a,50,30,3,100,20,7,True,84,0.8,0.007936158894626372
66d75c5b1d6a,50,30,3,100,21,7,True,89,0.7,0.02820999567534483
66d75c5b1d6a,50,30,3,100,22,7,True,82,0.2,0.008235558032389944
66d75c5b1d6a,50,30,3,100,23,7,True,104,0.6,0.03108272545619215
66d75c5b1d6a,50,30,3,100,24,7,True,367,1.0,0.00036831596141493326
66d75c5b1d6a,50,30,3,100,25,7,True,81,0.7,0.08647480993534394
66d75c5b1d6a,50,30,3,100,26,7,True,168,0.8,0.03211167252492122
66d75c5b1d6a,50,30,3,100,27,7,True,66,0.7,0.035499372034937644
66d75c5b1d6a,50,30,3,100,28,7,True,63,0.6,0.017707025586405568
66d75c5b1d6a,50,30,3,100,29,7,True,35,0.7,0.052189391302534485
83cb2fac599b,50,300,3,100,0,7,True,75,0.7,0.057717487360977635
83cb2fac599b,50,300,3,100,1,7,True,825,0.9,0.007349153014847839
83cb2fac599b,50,300,3,100,2,7,True,79,0.8,0.01740705590014987
83cb2fac599b,50,300,3,100,3,7,True,140,0.7,0.041531106800150965
83cb2fac599b,50,300,3,100,4,7,True,155,0.8,0.03945189769347628
83cb2fac599b,50,300,3,100,5,7,True,318,1.0,0.0036211082564138936
83cb2fac599b,50,300,3,100,6,7,True,157,0.7,0.05738670745091751
83cb2fac599b,50,300,3,100,7,7,True,144,1.0,0.030605340175272673
83cb2fac599b,50,300,3,100,8,7,True,91,0.9,0.119869144169356
83cb2fac599b,50,300,3,100,9,7,True,56,0.5,0.041786817467618594
83cb2fac599b,50,300,3,100,10,7,True,91,0.7,0.004759702317142992
83cb2fac599b,50,300,3,100,11,7,True,127,0.6,0.06343771190059107
83cb2fac599b,50,300,3,100,12,7,True,108,0.8,0.05468081917114143
83cb2fac599b,50,300,3,100,13,7,True,137,0.6,0.059341110997097365
83cb2fac599b,50,300,3,100,14,7,True,52,0.6,0.07874701476988899
83cb2fac599b,50,300,3,100,15,7,True,133,0.6,0.015305922909458019
83cb2fac599b,50,300,3,100,16,7,True,155,0.6,0.049976703134919705
83cb2fac599b,50,300,3,100,17,7,True,114,0.9,0.005612481098013893
83cb2fac599b,50,300,3,100,18,7,True,171,0.8,0.020765920574198002
83cb2fac599b,50,300,3,100,19,7,True,86,0.6,0.003946283045038113
83cb2fac599b,50,300,3,100,20,7,True,136,0.7,0.01496307601920717
83cb2fac599b,50,300,3,100,21,7,True,172,0.9,0.005855431592420807
83cb2fac599b,50,300,3,100,22,7,True,93,0.5,0.015072882326084263
83cb2fac599b,50,300,3,100,23,7,True,23,0.6,0.10615881078656124
83cb2fac599b,50,300,3,100,24,7,True,184,0.8,0.0097776862056683
83cb2fac599b,50,300,3,100,25,7,True,153,0.8,0.0009037395352503303
83cb2fac599b,50,300,3,100,26,7,True,137,0.7,0.0023563177616243284
83cb2fac599b,50,300,3,100,27,7,True,79,0.6,0.014330151588611987
83cb2fac599b,50,300,3,100,28,7,True,44,0.4,0.015718430657787764
83cb2fac599b,50,300,3,100,29,7,True,27,0.6,0.0028138990789198294
20d378c07c34,50,1800,3,100,0,7,True,157,0.8,0.0003139343144865003
20d378c07c34,50,1800,3,100,1,7,True,117,0.3,0.00714119360359871
20d378c07c34,50,1800,3,100,2,7,True,60,0.8,0.11276067421067774
20d378c07c34,50,1800,3,100,3,7,True,108,0.8,0.00638380829083372
20d378c07c34,50,1800,3,100,4,7,True,129,0.8,0.031000101638730102
20d378c07c34,50,1800,3,100,5,7,True,43,0.4,0.0022004119518703956
20d378c07c34,50,1800,3,100,6,7,True,38,0.7,0.05484853006120684
20d378c07c34,50,1800,3,100,7,7,True,85,0.7,0.014237643967247771
20d378c07c34,50,1800,3,100,8,7,True,79,0.6,0.0028099152648896003
20d378c07c34,50,1800,3,100,9,7,True,277,0.9,0.0015042214533373482
20d378c07c34,50,1800,3,100,10,7,True,76,0.6,0.03924510102061946
20d378c07c34,50,1800,3,100,11,7,True,15,0.8,0.42178567295100544
20d378c07c34,50,1800,3,100,12,7,True,101,0.8,0.0033940753467492845
20d378c07c34,50,1800,3,100,13,7,True,102,0.7,0.026692559929416982
20d378c07c34,50,1800,3,100,14,7,True,242,0.7,0.010906107755716116
20d378c07c34,50,1800,3,100,15,7,True,188,0.8,0.0012705032321479377
20d378c07c34,50,1800,3,100,16,7,True,87,0.7,0.008191256799902114
20d378c07c34,50,1800,3,100,17,7,True,154,0.7,0.03261133301710585
20d378c07c34,50,1800,3,100,18,7,True,86,0.5,0.0655223400999516
20d378c07c34,50,1800,3,100,19,7,True,102,0.7,0.003742412903507943
20d378c07c34,50,1800,3,100,20,7,True,132,0.7,0.04401078095958991
20d378c07c34,50,1800,3,100,21,7,True,81,0.8,0.0005838349474700204
20d378c07c34,50,1800,3,100,22,7,True,219,0.8,0.0021935106278531437
20d378c07c34,50,1800,3,100,23,7,True,826,0.7,0.005881968975537637
20d378c07c34,50,1800,3,100,24,7,True,50,0.7,0.0013594461096737612
20d378c07c34,50,1800,3,100,25,7,True,88,0.7,0.05780391379024711
20d378c07c34,50,1800,3,100,26,7,True,90,0.8,0.003611863065928633
20d378c07c34,50,1800,3,100,27,7,True,114,0.9,0.05330666727481645
20d378c07c34,50,1800,3,100,28,7,True,81,0.7,0.014711079357946329
20d378c07c34,50,1800,3,100,29,7,True,104,1.0,0.0029924711627203953
f09e93227a53,100,30,3,100,0,7,True,182,0.9,0.007677011652076334
f09e93227a53,100,30,3,100,1,7,True,191,0.9,0.039369692747855484
f09e93227a53,100,30,3,100,2,7,True,212,0.8,0.026004258129092066
f09e93227a53,100,30,3,100,3,7,True,171,0.7,0.02265157928824576
f09e93227a53,100,30,3,100,4,7,True,165,0.6,0.0005998902776016742
f09e93227a53,100,30,3,100,5,7,True,165,0.8,0.01901386845772618
f09e93227a53,100,30,3,100,6,7,True,101,0.8,0.04273864697191584
f09e93227a53,100,30,3,100,7,7,True,1093,1.0,0.004378758576740839
f09e93227a53,100,30,3,100,8,7,True,260,0.8,0.033378603652910004
f09e93227a53,100,30,3,100,9,7,True,241,0.9,0.012994316106930645
f09e93227a53,100,30,3,100,10,7,True,175,0.7,0.009628655558065136
f09e93227a53,100,30,3,100,11,7,True,112,0.7,0.004406358481094135
f09e93227a53,100,30,3,100,12,7,True,155,0.6,0.0029947547199295306
f09e93227a53,100,30,3,100,13,7,True,204,0.7,0.007713198874708402
f09e93227a53,100,30,3,100,14,7,True,188,0.9,0.049826624743720106
f09e93227a53,100,30,3,100,15,7,True,91,0.6,0.014660476089951338
f09e93227a53,100,30,3,100,16,7,True,182,0.8,0.004084627858122166
f09e93227a53,100,30,3,100,17,7,True,106,0.7,0.06018528242637522
f09e93227a53,100,30,3,100,18,7,True,93,0.6,0.004502243075571734
f09e93227a53,100,30,3,100,19,7,True,496,0.7,0.05926541881670657
f09e93227a53,100,30,3,100,20,7,True,89,1.0,0.08379706575040641
f09e93227a53,100,30,3,100,21,7,True,150,0.8,0.03010613745356625
f09e93227a53,100,30,3,100,22,7,True,317,0.8,0.0016024238449829223
f09e93227a53,100,30,3,100,23,7,True,901,0.8,0.002715340273447962
f09e93227a53,100,30,3,100,24,7,True,890,0.8,0.004586797248492597
f09e93227a53,100,30,3,100,25,7,True,141,0.7,0.0015288372470263856
f09e93227a53,100,30,3,100,26,7,True,231,0.7,0.0009788364247297655
f09e93227a53,100,30,3,100,27,7,True,118,0.7,0.022038107035908968
f09e93227a53,100,30,3,100,28,7,True,134,0.8,0.00534757672398291
f09e93227a53,100,30,3,100,29,7,True,179,1.0,0.023542338362678064
5e780cc8a1dd,100,300,3,100,0,7,True,168,0.8,0.002457797643049106
5e780cc8a1dd,100,300,3,100,1,7,True,169,0.6,0.002655787863403295
5e780cc8a1dd,100,300,3,100,2,7,True,123,0.7,0.017578566083609286
5e780cc8a1dd,100,300,3,100,3,7,True,222,0.8,0.0024289856296175237
5e780cc8a1dd,100,300,3,100,4,7,True,217,0.9,0.005367593226201766
5e780cc8a1dd,100,300,3,100,5,7,True,221,0.9,0.012943674356746334
5e780cc8a1dd,100,300,3,100,6,7,True,223,0.9,0.013264868652365997
5e780cc8a1dd,100,300,3,100,7,7,True,118,0.8,0.10189749878842544
5e780cc8a1dd,100,300,3,100,8,7,True,323,0.7,0.013033272489221835
5e780cc8a1dd,100,300,3,100,9,7,True,180,0.7,0.004240189942752723
5e780cc8a1dd,100,300,3,100,10,7,True,353,0.9,0.00046148593191996224
5e780cc8a1dd,100,300,3,100,11,7,True,328,1.0,0.017701167498134822
5e780cc8a1dd,100,300,3,100,12,7,True,187,0.8,0.007138439580743206
5e780cc8a1dd,100,300,3,100,13,7,True,189,0.8,0.026948991035186144
5e780cc8a1dd,100,300,3,100,14,7,True,191,0.9,0.002098296512161724
5e780cc8a1dd,100,300,3,100,15,7,True,161,0.7,0.035455866480381654
5e780cc8a1dd,100,300,3,100,16,7,True,354,0.8,0.0029821267043806466
5e780cc8a1dd,100,300,3,100,17,7,True,463,0.9,0.001043963225122852
5e780cc8a1dd,100,300,3,100,18,7,True,162,0.7,0.03163846314576173
5e780cc8a1dd,100,300,3,100,19,7,True,362,0.6,0.01314393091953634
5e780cc8a1dd,100,300,3,100,20,7,True,156,0.7,0.016314155595872157
5e780cc8a1dd,100,300,3,100,21,7,True,374,1.0,0.019775909001633382
5e780cc8a1dd,100,300,3,100,22,7,True,100,0.6,0.04101592434313693
5e780cc8a1dd,100,300,3,100,23,7,True,138,0.9,0.05019163390469944
5e780cc8a1dd,100,300,3,100,24,7,True,139,0.5,0.005571073137177329
5e780cc8a1dd,100,300,3,100,25,7,True,283,1.0,0.013385520840206885
5e780cc8a1dd,100,300,3,100,26,7,True,208,0.7,0.004100444547636475
5e780cc8a1dd,100,300,3,100,27,7,True,126,0.7,0.004600038285342942
5e780cc8a1dd,100,300,3,100,28,7,True,190,0.9,0.016314198004192138
5e780cc8a1dd,100,300,3,100,29,7,True,185,0.9,0.00033195968785862737
c3d8bb947d96,100,1800,3,100,0,7,True,99,0.6,0.01889118671789779
c3d8bb947d96,100,1800,3,100,1,7,True,117,0.8,0.03737231226707017
c3d8bb947d96,100,1800,3,100,2,7,True,126,0.9,0.020893418857487987
c3d8bb947d96,100,1800,3,100,3,7,True,127,0.7,0.02244504362020448
c3d8bb947d96,100,1800,3,100,4,7,True,173,0.8,0.05050986846257796
c3d8bb947d96,100,1800,3,100,5,7,True,162,0.6,0.014435056409571751
c3d8bb947d96,100,1800,3,100,6,7,True,180,0.8,0.05843428718126046
c3d8bb947d96,100,1800,3,100,7,7,True,143,1.0,0.03947416290012016
c3d8bb947d96,100,1800,3,100,8,7,True,236,0.7,0.0067658884139129355
c3d8bb947d96,100,1800,3,100,9,7,True,61,0.6,0.04004096118537616
c3d8bb947d96,100,1800,3,100,10,7,True,890,0.8,0.002933225057963039
c3d8bb947d96,100,1800,3,100,11,7,True,154,0.7,0.029360885927125043
c3d8bb947d96,100,1800,3,100,12,7,True,526,0.7,0.002453565569389516
c3d8bb947d96,100,1800,3,100,13,7,True,172,0.6,0.00256445115957747
c3d8bb947d96,100,1800,3,100,14,7,True,223,0.8,0.005459277445387828
c3d8bb947d96,100,1800,3,100,15,7,True,887,0.9,0.004126424769348978
c3d8bb947d96,100,1800,3,100,16,7,True,132,0.8,0.02951331756342224
c3d8bb947d96,100,1800,3,100,17,7,True,157,0.6,0.01340154570310185
c3d8bb947d96,100,1800,3,100,18,7,True,158,0.6,0.00700169279590375
c3d8bb947d96,100,1800,3,100,19,7,True,282,0.7,0.01598380309097187
c3d8bb947d96,100,1800,3,100,20,7,True,890,0.7,0.021609617813510326
c3d8bb947d96,100,1800,3,100,21,7,True,990,0.8,0.002615487301673881
c3d8bb947d96,100,1800,3,100,22,7,True,320,1.0,0.03397672092387853
c3d8bb947d96,100,1800,3,100,23,7,True,152,0.8,0.05551920983695541
c3d8bb947d96,100,1800,3,100,24,7,True,283,0.8,0.029172819515816264
c3d8bb947d96,100,1800,3,100,25,7,True,494,0.9,0.0381077088171276
c3d8bb947d96,100,1800,3,100,26,7,True,167,0.6,0.008967284454222152
c3d8bb947d96,100,1800,3,100,27,7,True,143,0.8,0.053739620741232445
c3d8bb947d96,100,1800,3,100,28,7,True,108,0.7,0.027596658617374877
c3d8bb947d96,100,1800,3,100,29,7,True,157,0.9,0.06554607543955131
3543e47d0e23,20,300,3,10,0,7,True,27,0.8,0.0015243263583011564
3543e47d0e23,20,300,3,10,1,7,True,83,0.5,0.1404558570688965
3543e47d0e23,20,300,3,10,2,7,False,10,0.5,0.27134103121985675
3543e47d0e23,20,300,3,10,3,7,True,29,0.3,0.005670801842765112
3543e47d0e23,20,300,3,10,4,7,True,40,0.6,0.015138271749690877
3543e47d0e23,20,300,3,10,5,7,True,15,0.6,0.004105926237640204
3543e47d0e23,20,300,3,10,6,7,True,114,0.8,0.21601894199667457
3543e47d0e23,20,300,3,10,7,7,False,7,0.2,2.488104420266291e-05
3543e47d0e23,20,300,3,10,8,7,True,54,0.4,0.00952226347695368
3543e47d0e23,20,300,3,10,9,7,True,47,0.7,0.053906918811620824
3543e47d0e23,20,300,3,10,10,7,True,34,0.6,0.1033282716154474
3543e47d0e23,20,300,3,10,11,7,True,41,0.5,0.0020532859863070883
3543e47d0e23,20,300,3,10,12,7,True,88,0.9,0.04973105179447918
3543e47d0e23,20,300,3,10,13,7,True,277,0.8,0.05303868808584762
3543e47d0e23,20,300,3,10,14,7,True,132,0.8,0.013159209380726867
3543e47d0e23,20,300,3,10,15,7,True,57,0.5,0.0018259852721226875
3543e47d0e23,20,300,3,10,16,7,True,81,0.5,0.1034585469563913
3543e47d0e23,20,300,3,10,17,7,True,38,0.6,0.008210159700790786
3543e47d0e23,20,300,3,10,18,7,True,29,0.7,0.3160363338872248
3543e47d0e23,20,300,3,10,19,7,True,52,0.5,0.09585040349582363
3543e47d0e23,20,300,3,10,20,7,True,45,0.7,0.022703274654851894
3543e47d0e23,20,300,3,10,21,7,True,54,0.6,0.2889463055469436
3543e47d0e23,20,300,3,10,22,7,True,26,0.7,0.5369291416077862
3543e47d0e23,20,300,3,10,23,7,True,16,0.7,0.40302798468088963
3543e47d0e23,20,300,3,10,24,7,True,304,0.7,0.048894415032492
3543e47d0e23,20,300,3,10,25,7,True,58,0.8,0.00402544593655399
3543e47d0e23,20,300,3,10,26,7,True,29,0.7,0.001967842990759779
3543e47d0e23,20,300,3,10,27,7,True,67,0.6,0.42589176845634247
3543e47d0e23,20,300,3,10,28,7,True,62,0.4,0.028225463522204935
3543e47d0e23,20,300,3,10,29,7,True,18,0.5,0.11286223687040582
3a86ddef1e18,20,300,3,1000,0,7,True,166,0.7,0.03063494426814628
3a86ddef1e18,20,300,3,1000,1,7,True,34,0.7,0.12310136941563933
3a86ddef1e18,20,300,3,1000,2,7,True,103,0.7,0.016018750295113408
3a86ddef1e18,20,300,3,1000,3,7,True,103,0.6,0.02362805728714151
3a86ddef1e18,20,300,3,1000,4,7,True,217,0.7,0.020004124270632036
3a86ddef1e18,20,300,3,1000,5,7,True,113,0.8,0.01924288391191906
3a86ddef1e18,20,300,3,1000,6,7,True,77,0.9,0.19855227746008244
3a86ddef1e18,20,300,3,1000,7,7,True,68,0.8,0.00986443523751849
3a86ddef1e18,20,300,3,1000,8,7,True,324,0.8,3.133687271202668e-10
3a86ddef1e18,20,300,3,1000,9,7,True,173,1.0,0.03587497523531481
3a86ddef1e18,20,300,3,1000,10,7,True,47,0.7,0.060108886895009546
3a86ddef1e18,20,300,3,1000,11,7,True,98,0.6,0.008001919974233534
3a86ddef1e18,20,300,3,1000,12,7,True,36,0.6,0.06853202775718083
3a86ddef1e18,20,300,3,1000,13,7,True,147,0.9,0.003228684661078996
3a86ddef1e18,20,300,3,1000,14,7,True,169,0.7,0.02292823118750122
3a86ddef1e18,20,300,3,1000,15,7,True,207,1.0,0.0002545939370715326
3a86ddef1e18,20,300,3,1000,16,7,True,38,0.6,0.006081267836568012
3a86ddef1e18,20,300,3,1000,17,7,True,67,0.8,0.10320044754748056
3a86ddef1e18,20,300,3,1000,18,7,True,165,0.6,0.004904576422795778
3a86ddef1e18,20,300,3,1000,19,7,True,115,0.8,0.004687392714201435
3a86ddef1e18,20,300,3,1000,20,7,True,50,0.6,0.009626213865356595
3a86ddef1e18,20,300,3,1000,21,7,True,51,0.6,0.013975751662162377
3a86ddef1e18,20,300,3,1000,22,7,True,157,0.8,0.012704654034811967
3a86ddef1e18,20,300,3,1000,23,7,True,175,0.8,0.013690727928023148
3a86ddef1e18,20,300,3,1000,24,7,True,119,0.6,0.05557535608310706
3a86ddef1e18,20,300,3,1000,25,7,True,917,0.9,0.0027423387012100024
3a86ddef1e18,20,300,3,1000,26,7,True,60,0.8,0.01165469113602476
3a86ddef1e18,20,300,3,1000,27,7,True,212,0.6,0.012938838973794194
3a86ddef1e18,20,300,3,1000,28,7,True,68,1.0,0.14178258560030646
3a86ddef1e18,20,300,3,1000,29,7,True,107,1.0,0.03504339708772265
705bf0c25967,20,30,3,10,0,7,True,102,0.8,0.05763160202853148
705bf0c25967,20,30,3,10,1,7,True,22,0.2,0.004916703807088814
705bf0c25967,20,30,3,10,2,7,True,39,0.6,0.09403132783188525
705bf0c25967,20,30,3,10,3,7,True,89,0.8,0.0035951615963649834
705bf0c25967,20,30,3,10,4,7,True,14,0.5,0.16837276181485694
705bf0c25967,20,30,3,10,5,7,False,10,0.4,0.0011456855484192677
705bf0c25967,20,30,3,10,6,7,True,21,0.7,0.07033080554055784
705bf0c25967,20,30,3,10,7,7,True,44,0.7,0.16447899788957385
705bf0c25967,20,30,3,10,8,7,True,48,0.6,0.0016282751851887634
705bf0c25967,20,30,3,10,9,7,True,64,0.7,0.0027953162223990084
705bf0c25967,20,30,3,10,10,7,True,118,0.6,0.012372446167214035
705bf0c25967,20,30,3,10,11,7,True,93,0.7,0.3544708828587966
705bf0c25967,20,30,3,10,12,7,True,27,0.4,0.002694760026886384
705bf0c25967,20,30,3,10,13,7,True,43,0.7,0.011369836113729827
705bf0c25967,20,30,3,10,14,7,True,11,0.4,0.0030408584293260673
705bf0c25967,20,30,3,10,15,7,True,45,0.6,0.5004992572448073
705bf0c25967,20,30,3,10,16,7,True,23,0.7,0.22310738875443656
705bf0c25967,20,30,3,10,17,7,True,16,0.4,0.3071596592980417
705bf0c25967,20,30,3,10,18,7,True,85,0.6,0.19381621538778096
705bf0c25967,20,30,3,10,19,7,True,34,0.8,0.005452851748239493
705bf0c25967,20,30,3,10,20,7,True,33,0.5,0.007038702493325557
705bf0c25967,20,30,3,10,21,7,True,34,0.7,0.05903792234797919
705bf0c25967,20,30,3,10,22,7,True,36,0.5,0.017822675757817503
705bf0c25967,20,30,3,10,23,7,True,60,0.6,0.02519062378956711
705bf0c25967,20,30,3,10,24,7,True,55,0.5,0.016152205374800537
705bf0c25967,20,30,3,10,25,7,True,54,0.6,0.023115852737878567
705bf0c25967,20,30,3,10,26,7,True,41,0.8,0.005964283395924839
705bf0c25967,20,30,3,10,27,7,True,48,0.9,0.0011871190545898144
705bf0c25967,20,30,3,10,28,7,True,139,0.8,0.004198212733702923
705bf0c25967,20,30,3,10,29,7,True,62,0.4,0.08695394920004322
e8c8be715b4e,20,1800,3,10,0,7,True,105,0.2,0.0028890702543564765
e8c8be715b4e,20,1800,3,10,1,7,True,35,0.8,0.06309411172103195
e8c8be715b4e,20,1800,3,10,2,7,True,27,0.7,0.008000995452472178
e8c8be715b4e,20,1800,3,10,3,7,True,19,0.7,0.061153806425041646
e8c8be715b4e,20,1800,3,10,4,7,True,200,0.7,0.0008565109380436267
e8c8be715b4e,20,1800,3,10,5,7,True,122,0.9,0.043594985828418066
e8c8be715b4e,20,1800,3,10,6,7,True,25,0.4,0.017155613058335004
e8c8be715b4e,20,1800,3,10,7,7,True,27,0.8,0.0014300936906771733
e8c8be715b4e,20,1800,3,10,8,7,True,22,0.4,0.003022031734844931
e8c8be715b4e,20,1800,3,10,9,7,True,99,0.6,0.08497186301909222
e8c8be715b4e,20,1800,3,10,10,7,True,16,0.5,0.04709826560248826
e8c8be715b4e,20,1800,3,10,11,7,True,131,0.8,0.10493491106173149
e8c8be715b4e,20,1800,3,10,12,7,True,19,0.3,0.03478828696276815
e8c8be715b4e,20,1800,3,10,13,7,True,35,0.5,0.050822707932972895
e8c8be715b4e,20,1800,3,10,14,7,True,49,0.9,0.04995759893856468
e8c8be715b4e,20,1800,3,10,15,6,False,8,0.5,0.07139285764216823
e8c8be715b4e,20,1800,3,10,16,7,True,17,0.5,0.012302293807356719
e8c8be715b4e,20,1800,3,10,17,7,True,17,0.7,0.01326499896640465
e8c8be715b4e,20,1800,3,10,18,7,True,37,0.6,0.29238332530835537
e8c8be715b4e,20,1800,3,10,19,7,True,33,0.6,0.0027518840794910687
e8c8be715b4e,20,1800,3,10,20,7,True,33,0.7,0.0374509200265766
e8c8be715b4e,20,1800,3,10,21,7,True,85,0.6,0.028096112513910424
e8c8be715b4e,20,1800,3,10,22,7,True,267,0.7,4.268186911215137e-07
e8c8be715b4e,20,1800,3,10,23,7,True,20,0.5,0.0016480747215218826
e8c8be715b4e,20,1800,3,10,24,4,False,6,0.4,0.010978648798907207
e8c8be715b4e,20,1800,3,10,25,7,True,18,0.5,0.07778387840167957
e8c8be715b4e,20,1800,3,10,26,7,False,9,0.3,0.026433954884687003
e8c8be715b4e,20,1800,3,10,27,7,True,13,0.5,0.004646447874808197
e8c8be715b4e,20,1800,3,10,28,7,True,18,0.6,0.07654459293040308
e8c8be715b4e,20,1800,3,10,29,7,False,10,0.6,0.0038906560151458383
66bc90902c43,256,30,3,100,0,7,True,1108,0.9,0.0047668147921653805
66bc90902c43,256,30,3,100,1,7,True,336,1.0,0.01119276767228078
66bc90902c43,256,30,3,100,2,7,True,879,0.9,0.010821793664839416
66bc90902c43,256,30,3,100,3,7,True,273,0.8,0.025586529775565067
66bc90902c43,256,30,3,100,4,7,True,985,0.9,0.003912494732955832
66bc90902c43,256,30,3,100,5,7,True,333,0.9,0.012832085316523753
66bc90902c43,256,30,3,100,6,7,True,716,1.0,0.009243257811469547
66bc90902c43,256,30,3,100,7,7,True,820,1.0,0.00897524218021433
66bc90902c43,256,30,3,100,8,7,True,435,0.9,0.02208033372023264
66bc90902c43,256,30,3,100,9,7,True,282,0.9,0.04214075691535065
66bc90902c43,256,30,3,100,10,7,True,492,0.7,0.01395240155685528
66bc90902c43,256,30,3,100,11,7,True,303,0.8,0.01758803709311781
66bc90902c43,256,30,3,100,12,7,True,1141,1.0,0.004332320593562691
66bc90902c43,256,30,3,100,13,7,True,1076,1.0,0.010818854966216722
66bc90902c43,256,30,3,100,14,7,True,1276,1.0,0.0025328792211481905
66bc90902c43,256,30,3,100,15,7,True,496,0.9,0.010806793930260945
66bc90902c43,256,30,3,100,16,7,True,443,0.9,0.04081330078563939
66bc90902c43,256,30,3,100,17,7,True,480,0.9,0.014582125698292727
66bc90902c43,256,30,3,100,18,7,True,348,0.8,0.022936879993679465
66bc90902c43,256,30,3,100,19,7,True,407,0.9,0.015801661473743525
66bc90902c43,256,30,3,100,20,7,True,379,0.8,0.02317567277574568
66bc90902c43,256,30,3,100,21,7,True,700,0.6,0.026748835678152894
66bc90902c43,256,30,3,100,22,7,True,675,1.0,0.017085336561593476
66bc90902c43,256,30,3,100,23,7,True,391,0.8,0.0062954129902842645
66bc90902c43,256,30,3,100,24,7,True,272,0.9,0.013616669439954081
66bc90902c43,256,30,3,100,25,7,True,818,0.7,0.019092509531252667
66bc90902c43,256,30,3,100,26,7,True,833,0.8,0.01209098037868935
66bc90902c43,256,30,3,100,27,7,True,436,0.8,0.007935083242953628
66bc90902c43,256,30,3,100,28,7,True,704,0.8,0.0005736211446983865
66bc90902c43,256,30,3,100,29,7,True,557,0.6,0.006515848633977534
22e6cc3cb66e,256,1800,3,100,0,7,True,1001,1.0,0.004183499988504506
22e6cc3cb66e,256,1800,3,100,1,7,True,404,0.8,0.009549101217545316
22e6cc3cb66e,256,1800,3,100,2,7,True,361,0.8,0.004426686883565425
22e6cc3cb66e,256,1800,3,100,3,7,True,283,0.9,0.016664529928373528
22e6cc3cb66e,256,1800,3,100,4,7,True,257,1.0,0.0184435892047826
22e6cc3cb66e,256,1800,3,100,5,7,True,584,1.0,9.627568708862305e-05
22e6cc3cb66e,256,1800,3,100,6,7,True,246,0.7,0.03813663092241248
22e6cc3cb66e,256,1800,3,100,7,7,True,271,1.0,0.019679918201324805
22e6cc3cb66e,256,1800,3,100,8,7,True,829,1.0,0.0047999958051561705
22e6cc3cb66e,256,1800,3,100,9,7,True,534,0.8,0.011249823080573068
22e6cc3cb66e,256,1800,3,100,10,7,True,228,0.7,0.004354959619536849
22e6cc3cb66e,256,1800,3,100,11,7,True,233,0.9,0.041407913736864976
22e6cc3cb66e,256,1800,3,100,12,7,True,396,1.0,0.01874158097626734
22e6cc3cb66e,256,1800,3,100,13,7,True,434,0.8,0.00740960889280428
22e6cc3cb66e,256,1800,3,100,14,7,True,303,0.9,0.00946910069738088
22e6cc3cb66e,256,1800,3,100,15,7,True,468,1.0,0.010674711809158173
22e6cc3cb66e,256,1800,3,100,16,7,True,408,0.7,0.012183003732219578
22e6cc3cb66e,256,1800,3,100,17,7,True,294,0.8,0.043582488106872805
22e6cc3cb66e,256,1800,3,100,18,7,True,236,0.7,0.007807149982404426
22e6cc3cb66e,256,1800,3,100,19,7,True,439,0.9,0.012952553453956668
22e6cc3cb66e,256,1800,3,100,20,7,True,581,1.0,0.009031646984264313
22e6cc3cb66e,256,1800,3,100,21,7,True,438,0.8,0.01890966424532532
22e6cc3cb66e,256,1800,3,100,22,7,True,688,1.0,0.0008909060024835344
22e6cc3cb66e,256,1800,3,100,23,7,True,542,0.9,0.005735840292998512
